@relation water_potability

@attribute ph numeric
@attribute Hardness numeric
@attribute Solids numeric
@attribute Chloramines numeric
@attribute Sulfate numeric
@attribute Conductivity numeric
@attribute Organic_carbon numeric
@attribute Trihalomethanes numeric
@attribute Turbidity numeric
@attribute Potability numeric

@data
6.418203,173.446214,19617.308494,7.396472,321.86525,391.667466,18.453951,46.345864,2.670977,1
6.848,199.776814,26296.9483,7.339173,354.250555,397.536471,22.139958,51.534965,3.815228,1
6.991685,152.976217,20389.593816,2.64839,331.252916,460.146174,15.485378,69.670038,3.724824,1
5.924799,111.478582,15413.896148,6.90003,347.861837,277.588075,13.261143,74.193995,4.188928,1
7.52668,192.167096,38468.413584,6.616368,290.64174,449.317534,13.055894,58.768613,4.148223,1
?,233.063426,36640.371366,10.000218,435.115189,337.664412,16.635476,61.07371,4.849755,1
5.324641,142.806978,728.75083,8.403316,?,496.997602,15.174664,60.077852,3.652003,1
9.038326,227.357659,34353.839725,5.573277,231.053687,421.664482,16.331421,92.643383,3.706266,1
5.945989,151.685797,12356.905622,7.89412,342.029115,471.122125,15.725467,57.683067,3.793329,1
6.195087,195.44316,19331.194042,9.112558,342.871807,425.502874,17.212455,85.114196,4.196558,1
9.062822,246.629701,27959.926161,5.649971,308.780769,434.395439,21.142053,44.149348,3.73037,1
7.137429,210.50275,17506.608803,7.304928,301.642004,304.239481,13.076007,64.230942,2.964181,1
6.232011,208.668172,12149.69673,8.560039,?,325.344706,13.246995,33.380354,1.641515,1
7.780869,221.844493,40483.730389,6.146098,302.329674,563.719967,11.753046,51.559465,4.602027,1
7.150046,238.79823,14708.474185,8.606774,450.914454,365.739122,14.966532,53.144979,2.633891,1
4.574125,134.201289,22520.41864,8.191827,403.34239,372.200139,11.260914,69.047159,3.0865,1
6.179312,159.773264,21532.519232,8.063335,272.440848,509.77211,11.010545,99.996286,2.951961,1
5.566328,153.775514,14574.6611,8.01155,?,388.050362,14.200557,75.555219,3.424761,1
?,160.095086,26561.569491,7.187022,322.090465,372.623529,11.455203,57.150958,5.13678,1
7.185168,209.68314,24909.783147,6.69107,?,501.78542,16.088648,75.671329,3.955847,1
?,160.915815,13943.244974,8.39973,380.768478,344.154228,15.208691,75.575056,4.141552,1
6.990453,225.923446,17679.351101,7.248867,377.86804,527.205818,13.787264,87.83905,5.184442,1
5.810742,151.876172,25419.551655,7.874166,313.364797,494.152974,14.646685,77.373813,3.436967,1
7.444166,211.446324,20003.497681,7.238302,?,524.645235,13.778226,49.900899,3.820866,1
4.374878,144.237181,17384.257186,8.898436,?,402.271182,13.715804,55.989796,3.030108,1
6.60254,174.632977,21607.483238,6.581327,308.931421,657.570422,9.064445,68.827047,3.592496,1
6.857494,233.210575,22603.649454,6.627059,368.105783,412.434677,16.926175,62.5579,4.306581,1
?,176.772186,19486.191112,7.960133,412.407278,276.58861,16.710056,33.56304,3.888177,1
6.789821,197.300014,22527.681207,5.166942,399.981755,422.482029,15.916605,47.935105,4.512068,1
8.560349,244.796705,14254.661316,7.4539,315.971147,500.586608,18.228749,57.365541,2.939213,1
?,113.175965,9943.929785,6.337138,354.297565,415.338337,19.676169,23.075806,3.787476,1
8.277058,242.559246,12715.81428,5.128733,371.302747,561.761156,15.220021,61.799014,3.751324,1
?,157.781555,13711.723282,6.133935,?,289.746674,13.172721,60.457764,5.06847,1
6.921257,158.292057,31177.133369,6.978993,?,531.657443,11.482187,59.998554,3.540384,1
5.636924,159.13941,27283.780655,6.918727,328.907287,317.830981,13.611408,36.335199,3.007138,1
6.607503,231.565799,26420.809564,9.57782,418.240943,443.315775,15.671203,61.364421,3.447111,1
4.951414,153.21215,20117.359061,8.985572,391.069045,418.330195,11.831691,68.387613,3.870681,1
5.913133,184.393156,40847.760146,7.041828,331.959964,563.40997,21.917377,58.839203,3.900211,1
?,232.468727,15873.034428,6.365469,313.263607,365.626487,10.392937,59.659209,4.706775,1
5.796237,156.347095,15671.119287,8.408832,?,571.613701,17.548425,74.402702,2.483643,1
5.039673,154.41833,23027.549759,7.759843,422.769068,490.332761,17.728389,69.508526,4.864866,1
6.163519,185.790317,37282.52249,8.240832,?,411.183589,16.162059,84.931402,3.477245,1
6.339143,167.419711,16364.159409,8.095991,312.394079,372.511627,21.887088,91.066356,3.355765,1
7.610673,193.66187,20511.620832,6.654332,?,394.595406,14.319384,39.497264,5.404818,1
5.782079,200.404795,25366.120687,9.270066,?,525.532965,10.675518,54.081094,5.059362,1
6.451504,179.528925,7990.891468,6.196876,377.269841,386.541761,15.434513,74.99252,6.307678,1
?,179.578095,47591.283183,8.097302,?,548.87051,13.800071,58.2198,3.685593,1
6.920449,196.319401,39251.182129,8.493784,317.382315,487.504368,14.697845,41.753727,4.498818,1
6.549188,212.922141,19236.012495,7.96019,?,424.398027,12.587048,49.585573,4.190311,1
6.393231,185.836158,17258.114035,7.329999,330.132139,326.427055,11.650393,47.640014,3.644388,1
6.100245,160.60823,13886.809713,7.542775,366.688795,449.948287,18.72286,64.390521,2.174898,1
6.359431,208.203021,23347.17271,9.000395,?,336.58561,14.173906,?,3.636495,1
6.272475,190.200713,14642.20554,9.734513,399.052941,448.56826,16.557177,74.435389,4.612536,1
?,161.250331,23469.220867,8.392832,?,448.787964,13.83628,70.20674,3.60022,1
7.493844,197.331291,26678.392879,7.198435,269.892347,375.503062,13.134917,69.590806,3.819947,1
7.635265,205.067631,17796.374638,7.156738,306.800286,370.561027,17.486815,32.92072,3.948304,1
9.097617,263.82412,38413.05709,7.634362,274.959028,437.263531,18.285882,74.512565,5.473663,1
8.040144,224.863482,6879.764653,8.136931,418.95501,360.957679,12.405913,73.21799,3.98646,1
7.296909,149.079496,15931.429226,6.550096,276.013273,367.904802,14.723055,62.634449,4.671448,1
8.226808,191.278681,16472.192309,6.863927,?,354.926227,15.183646,63.416787,2.188702,1
8.014183,244.120098,30566.767504,7.714447,307.987458,309.930428,22.641598,61.578461,3.417076,1
9.252893,236.098786,12855.346238,5.784976,276.286305,329.922765,12.609077,55.61776,3.566435,1
7.288113,216.612475,18979.981692,7.66851,358.97862,384.694955,14.163607,53.313046,3.62699,1
4.865444,114.4639,32858.483096,7.47307,365.301135,533.303221,16.1516,45.647388,5.070254,1
4.762829,153.297018,22777.532069,6.841721,?,522.736233,15.785509,86.128613,2.471786,1
5.141507,111.994028,11288.634718,5.84175,389.225673,315.229665,12.982476,81.159239,4.510578,1
4.88638,159.317972,38633.305169,8.370179,375.899169,448.050866,16.820615,59.18319,3.227849,1
9.454119,224.817132,21379.963927,5.407692,227.665635,431.613001,15.772334,52.033845,4.058626,1
7.000523,219.44264,26012.130278,6.280887,395.241329,483.319881,19.538635,46.861384,4.333689,1
8.323982,262.218585,21292.828755,7.076944,350.325736,538.792267,17.684655,72.343812,4.153783,1
6.643159,188.913541,32873.820022,6.791509,333.848842,336.561501,14.70681,67.844849,4.562198,1
?,208.204531,17835.309013,8.93033,351.214962,278.260608,10.208344,52.248517,5.70969,1
6.758656,190.33728,20666.453159,6.78366,?,484.608711,9.784777,86.695451,2.74389,1
8.628893,186.637712,13688.074339,6.289036,254.358801,392.706886,12.387633,53.150765,3.07135,1
9.794718,254.425066,12490.558276,5.99248,291.197261,576.046083,11.665297,80.698214,2.80713,1
5.376078,185.540478,36026.401556,9.649943,343.486633,347.565066,14.004449,?,3.62925,1
5.603326,207.897187,36873.557989,7.631346,404.672921,511.43752,13.515236,85.345585,3.900421,1
8.592418,228.676036,33013.479774,8.172356,?,328.55844,17.128155,?,3.701288,1
7.266781,178.25771,27468.681707,6.043959,314.390628,400.624987,13.665328,87.131873,3.919827,1
8.064653,214.816681,27172.893573,6.369175,253.481228,490.280353,12.45883,65.399484,3.324113,1
?,222.268721,18406.594176,8.183988,?,395.448799,9.475981,79.85233,3.710958,1
6.336457,185.680004,25927.265432,8.199318,321.817662,490.972426,10.665799,51.552301,4.56122,1
6.166348,210.086558,37922.905616,6.760221,?,217.35833,12.289238,39.978096,4.816304,1
4.533399,169.735222,30301.856674,7.074907,413.102198,385.656123,17.060491,70.293339,3.188641,1
8.951652,205.892346,15189.327822,3.016033,283.867695,406.309187,19.125825,65.639328,1.844372,1
7.210774,163.047283,14230.419131,7.352941,324.095726,441.524088,9.79301,89.919916,4.462408,1
4.238283,134.88951,29344.844476,8.180874,351.237362,402.427174,12.427378,83.762653,3.787426,1
8.264091,216.551887,23556.934353,5.830685,333.500538,450.857491,8.66772,39.804179,3.410511,1
7.893313,220.34832,14444.289598,8.0374,300.152172,339.066071,18.423634,67.009098,4.09736,1
4.855588,145.79037,14905.255912,9.829675,392.667482,459.288037,10.44659,52.289484,4.697153,1
5.230454,152.094169,24790.724599,6.30873,388.998079,307.918075,12.594197,51.625213,3.695615,1
7.017295,170.132446,20169.344252,5.21628,378.226971,512.768439,15.505992,64.624944,4.899611,1
4.941972,166.71044,19806.411303,8.031865,426.157519,352.039092,15.496887,68.608402,5.076147,1
9.638222,226.470215,30739.689085,6.849401,?,278.251424,13.728883,69.26812,4.61437,1
7.3374,176.7535,18543.499362,7.127078,278.361177,427.930687,14.773005,85.680836,4.981834,1
?,241.066929,22656.714625,7.293823,?,315.604327,16.404805,46.139183,3.735204,1
?,181.63015,22665.138528,7.221068,?,521.873515,10.985422,76.126352,3.291943,1
8.257597,208.404166,20109.02627,6.230582,235.770982,528.068658,14.410778,74.984937,4.528575,1
8.315268,229.757446,15077.850343,7.053503,?,446.95491,12.195094,77.52343,4.128525,1
?,114.733545,13677.99404,9.9812,441.826777,524.000355,11.384858,71.153285,3.293848,1
7.171594,250.225297,22431.026987,7.697675,?,462.766976,7.923398,79.697764,4.622736,1
6.941279,180.817722,15433.134837,7.140122,325.515857,480.878544,20.302337,61.520687,4.17896,1
?,256.936378,13766.330789,5.083866,290.311034,384.906516,17.731523,58.354856,3.979297,1
6.888548,179.632475,30722.298233,6.579328,284.885743,393.493155,7.70101,63.293585,2.901432,1
6.833111,178.658074,31461.19676,7.942857,302.535371,415.097438,19.370328,?,3.021574,1
8.247958,195.539536,28327.167338,5.378286,281.229853,588.699193,18.076938,70.793036,4.723231,1
8.92238,278.619448,21963.476003,8.105638,334.053693,385.874799,8.803475,?,5.821826,1
7.356057,234.782302,31409.063979,7.39553,283.509583,428.753104,22.166321,87.399122,4.549917,1
?,168.409525,26148.537873,9.03044,424.302122,445.345875,10.674582,51.876955,3.893327,1
9.752703,269.640378,10194.325411,7.978044,298.082462,580.003534,12.562615,51.353052,3.42211,1
6.844142,184.393043,41408.114822,6.459987,?,398.046804,13.166416,68.89062,3.412853,1
6.910765,242.091338,7764.438022,8.04587,440.635509,487.93231,18.376802,45.306539,4.340149,1
8.801846,205.407825,13121.171943,6.701767,263.482728,399.283562,18.909035,67.963342,4.031496,1
6.283104,236.823214,26188.162174,9.364361,328.503515,470.821569,16.351912,68.910337,2.663921,1
6.354038,227.232895,16174.433739,7.567419,411.285251,355.527307,9.969701,82.492595,4.93524,1
5.928767,192.04842,19240.058202,8.986863,400.164161,459.260961,9.893655,52.157787,3.592912,1
6.823642,170.328172,14053.220679,8.120631,?,544.011075,13.542213,77.227003,3.386363,1
7.342231,198.168804,35273.976229,5.268807,300.405924,448.151669,12.388549,62.743383,4.261504,1
7.14602,195.922102,22445.173303,6.652035,?,484.442965,12.367109,57.530659,5.393476,1
5.089388,147.995271,39659.876898,8.424878,?,498.70089,14.943585,84.254264,3.054045,1
8.594217,228.160901,29706.234224,5.92446,257.14865,517.844674,15.963752,52.950023,4.489545,1
8.149437,220.203735,23978.107683,7.384126,360.414005,461.804548,13.364677,103.38021,4.949257,1
9.271579,274.021391,38886.387679,8.045991,244.086257,504.616793,15.981068,62.320048,3.549608,1
7.021617,203.201197,12352.811105,6.845744,380.804054,435.674393,14.507013,68.233386,3.855636,1
7.833361,249.340053,13394.731607,8.34167,393.137872,443.629123,10.983344,76.645734,4.270973,1
6.643734,202.413638,14110.920968,8.75411,340.975559,291.084744,15.954655,64.363793,3.920607,1
6.761414,216.532498,32156.819439,8.723064,343.601104,526.325214,20.314691,60.521593,4.350207,1
7.243482,196.982379,29772.019247,6.497201,?,322.365237,14.154955,50.655001,4.763579,1
7.990658,211.286342,26951.862653,7.510776,?,638.000182,13.942812,69.394418,3.160917,1
7.612517,225.492793,14812.970645,7.982595,356.690174,341.074925,14.994662,55.893916,2.939593,1
6.080993,182.413992,31321.082426,7.624239,318.722751,498.454099,11.398007,81.288382,2.091787,1
7.888425,269.572913,15761.871366,8.173475,?,490.895109,7.025536,78.502271,2.998066,1
6.658834,182.389559,16828.880597,7.071299,355.89689,434.658981,16.618053,69.412284,3.96974,1
?,208.303833,23495.307483,5.80034,274.97528,465.330856,5.980339,57.203089,3.210753,1
7.222998,179.56029,21314.869789,5.864717,?,435.573888,11.87837,79.394008,3.966259,1
?,194.713968,40611.713319,7.423192,290.332286,517.626888,16.340159,72.09361,3.125609,1
6.427721,166.850237,12215.409083,7.696751,376.282617,352.74537,20.130483,66.735044,2.904453,1
5.023381,136.976879,15040.841478,7.588021,409.918702,454.884809,14.245091,71.983851,4.477351,1
?,192.057661,25795.693635,6.116863,318.926564,509.062833,13.939193,84.3154,3.789196,1
8.164,195.212495,27414.899123,5.412481,231.724225,529.681807,12.425426,69.990128,3.673088,1
?,202.882429,17505.852735,7.104366,310.532837,429.289895,17.958968,78.587538,3.537041,1
5.272156,181.732877,19015.468275,9.013016,446.724016,390.012003,11.103467,63.82601,4.063826,1
6.903074,206.922504,17947.988114,7.048017,?,601.985223,11.77511,58.176255,4.473887,1
7.466558,212.81603,16679.673622,5.436264,366.601344,358.909589,6.13421,46.655429,4.991675,1
7.397651,260.083385,26730.635334,8.076995,361.113199,376.482171,17.847827,101.466825,3.078479,1
?,154.925972,30037.221625,5.796571,252.067267,311.750019,13.904652,77.532042,4.113585,1
?,226.31858,18465.265042,6.026304,358.69723,366.926293,10.269402,61.159327,3.406563,1
5.539534,200.711681,21021.418259,9.827309,390.554156,437.341655,14.95589,67.169816,3.75566,1
7.376161,199.17016,17181.008814,6.602452,388.028517,357.372931,16.948292,75.88616,4.010235,1
9.318614,317.338124,24497.873935,7.597452,357.167217,476.510384,12.032377,68.59983,4.642719,1
6.701941,168.745414,17176.878951,6.390966,330.674729,404.930726,10.82784,52.112707,4.17945,1
5.547576,182.644736,27417.998043,9.58609,378.526141,596.650495,11.565242,78.878604,4.448671,1
9.001823,263.514188,15379.912763,6.473674,355.006426,561.687003,22.045457,61.514342,3.976873,1
9.130769,266.744959,9929.19481,6.011964,352.153214,542.806782,10.974207,65.782453,4.771444,1
4.07792,185.852326,9975.601334,10.758464,?,307.877571,9.702581,64.361116,4.789052,1
7.125211,209.746771,16701.565975,7.458741,320.500945,404.704596,18.952797,92.347375,3.908075,1
13.54124,187.606792,13475.912773,6.756055,?,411.264465,15.142667,74.448559,3.529191,0
7.171224,199.160175,13163.031278,5.762522,351.278134,436.602436,19.103152,52.577451,2.209092,0
?,176.386651,26003.163265,7.809251,358.429774,336.142005,14.447961,90.224844,4.410674,0
6.977744,166.845574,18622.444796,6.609706,353.339919,333.968568,12.53456,48.463588,3.530623,0
6.357167,191.135512,14782.804221,6.154448,?,527.932636,18.863094,69.626325,5.222077,0
?,231.305127,15629.762335,7.018067,297.748867,406.340425,11.835535,49.679696,4.464244,0
8.339437,175.596742,12629.853049,6.976314,?,452.33752,17.528839,101.851393,4.133696,0
6.276957,178.263911,25590.680244,6.748702,?,445.186133,8.567973,70.765532,3.214286,0
10.947473,146.883038,27671.5226,7.279137,?,376.903821,17.346504,85.292925,3.112317,0
9.871791,114.37145,27912.908263,8.660269,340.046298,490.451835,8.517762,64.831248,3.652264,0
4.317187,225.514573,27163.457876,6.888136,325.933679,446.341319,17.152945,43.385914,4.078277,0
4.227537,201.447487,13122.329581,6.932558,374.843538,402.660774,22.823293,76.469426,4.479628,0
4.140077,253.599838,40626.84781,7.754533,265.468749,432.511197,19.126695,61.520018,3.167583,0
5.349997,193.808121,31795.625606,8.217819,327.233388,431.47604,11.776193,55.81651,3.838721,0
7.578014,204.730483,19944.573112,6.192653,?,517.483057,13.975826,54.637705,3.503819,0
7.710138,174.350577,31017.239418,8.212234,269.859799,437.514066,9.32004,51.545335,3.898671,0
8.330743,198.9958,28919.811775,7.436214,304.293848,429.2255,14.713229,83.627824,2.408049,0
6.510972,188.882919,20081.745362,6.559698,368.985739,367.934555,14.807579,101.248253,3.962525,0
?,206.036295,8667.720239,6.329952,353.529381,599.546019,21.118938,55.932324,4.128746,0
6.934311,228.194475,13901.644681,6.045503,281.552116,403.215091,17.8119,66.779338,4.210975,0
8.618654,257.595883,11595.354985,6.399933,?,343.740007,15.331166,75.687401,4.141342,0
8.460964,236.831781,13158.848362,5.478276,?,547.91168,16.741463,74.251544,4.728494,0
4.004248,210.486009,32821.850091,6.868438,?,354.439531,14.504058,58.514082,4.445946,0
3.762098,196.024255,45050.002276,8.725582,324.14624,493.226463,8.662215,85.157127,4.986069,0
3.795133,178.43292,27179.40482,6.481019,?,365.491679,12.350038,73.809577,3.185083,0
5.660736,232.749854,16488.017513,6.262933,294.210317,385.748053,18.875941,76.982658,5.016188,0
9.396148,224.753957,25825.387005,7.391299,301.615064,503.793691,16.876927,58.974053,4.606058,0
13.349889,152.776455,18464.900775,6.717973,334.86407,450.846369,17.192564,85.883523,2.531075,0
?,184.688395,20857.908219,6.462946,322.680582,395.785623,18.443786,66.242699,3.7761,0
7.817901,221.089708,13742.145965,6.373737,287.698481,460.599214,12.704827,66.7776,4.622668,0
?,220.892705,7460.24726,4.987537,?,320.354781,13.114365,40.612909,4.266869,0
1.431782,228.130383,12937.246891,6.214773,319.734136,495.379883,12.033344,61.141119,4.948443,0
6.970037,182.888589,32037.605471,7.412765,376.951932,325.7924,14.351241,70.05272,4.275288,0
10.85186,166.741949,12887.193762,7.701932,?,589.628105,15.786497,?,4.345013,0
6.588007,244.94322,23898.974477,6.780936,273.736644,330.91482,9.250628,47.38874,4.216454,0
9.004352,222.489783,16544.827504,6.124095,?,411.193621,16.036914,67.264669,3.527893,0
?,161.578889,11582.462584,6.720473,?,393.837751,11.319488,78.898515,4.374333,0
4.328283,192.166324,30592.548831,7.425894,327.303365,543.716029,11.186939,72.5664,3.708526,0
7.417824,243.304691,320.942611,4.59867,336.097981,361.101769,20.421472,87.052576,3.470812,0
3.26167,190.957355,28760.006844,7.929539,?,424.21281,13.372625,58.095555,4.280669,0
?,239.757929,12318.403886,6.407733,259.122131,481.979934,14.669448,78.801371,4.742163,0
7.928831,231.252216,17444.81445,6.291798,?,389.005678,13.879724,95.553055,3.413573,0
7.97533,165.714242,17182.450359,7.002192,383.266655,363.853579,18.659304,76.032739,3.306129,0
9.504158,195.109243,19946.264665,7.467685,300.679528,382.473005,14.359365,78.306886,4.343041,0
5.158723,119.09384,33892.245951,7.572175,407.476849,325.20257,16.963982,73.224833,4.094605,0
3.923474,227.705538,24200.353482,7.000875,?,292.390155,19.394335,61.785679,4.582982,0
?,193.462207,13852.531903,7.145702,358.956565,480.310714,10.256036,?,3.67324,0
5.849778,229.936687,27435.306561,6.574958,277.033019,596.403216,14.908558,67.644484,3.643816,0
5.89087,184.055762,34920.039348,7.401367,343.791603,281.544452,14.728773,62.601685,4.370777,0
5.963479,223.031638,24435.64208,6.221292,305.947012,284.497026,15.188557,40.142705,3.727813,0
6.10676,211.454489,39430.307823,8.316897,348.776719,389.59144,12.896953,85.358049,3.924967,0
6.898932,209.636422,15422.220893,6.884918,293.56202,396.811214,15.671717,66.597336,3.688456,0
8.091812,200.973301,26472.691803,6.72568,?,432.189931,13.798655,32.667078,4.370031,0
7.611982,190.662804,9138.029344,5.224256,329.580679,577.444713,17.209367,65.333241,6.494749,0
8.886979,180.563966,26062.447217,8.808963,327.22358,378.658922,17.618658,48.475982,4.731195,0
6.532097,163.396241,8240.812709,6.641543,402.836817,601.032982,17.896128,55.022407,4.599324,0
7.83398,203.169408,11174.27476,6.246502,394.890809,338.231122,16.276592,47.931639,4.254477,0
11.563169,174.942862,19359.428816,6.495619,332.44649,366.312672,17.529526,38.4312,5.107236,0
6.782869,196.182558,25366.797905,7.200358,312.426591,435.094574,12.118475,76.347994,5.468591,0
8.288765,211.452744,11234.041471,6.38551,360.843311,525.088611,15.098571,62.999999,3.580523,0
0.975578,221.204114,31145.110739,7.615583,333.677843,439.112765,21.145954,?,2.533996,0
7.52898,225.340986,8129.734919,6.305472,309.231247,379.339293,16.961944,64.265787,3.64441,0
9.764658,119.16401,38781.457422,9.334632,380.230634,512.331846,14.967733,59.193176,3.024571,0
10.191665,211.566904,13630.047308,6.524476,297.049066,468.371387,17.411747,72.720573,3.403423,0
2.925174,260.458041,39233.098839,7.670149,303.402078,403.243735,11.30921,69.238445,3.678588,0
?,200.661925,29513.80486,7.9663,347.541419,476.201585,19.950054,?,3.027946,0
6.657794,205.543176,18844.037031,6.734228,363.39793,555.899038,8.006966,66.934782,3.868926,0
7.00523,219.921997,26597.586447,7.351021,333.583723,379.598806,13.284691,98.965389,3.589866,0
?,178.080442,35044.37128,7.760027,357.082818,381.645131,17.551382,71.111182,3.761633,0
6.227842,183.309048,38976.035214,8.247333,?,531.630721,15.847849,46.643589,4.599573,0
6.39276,216.675543,19323.67725,5.906405,283.205517,358.174494,14.982646,41.586606,4.421528,0
6.088022,162.278357,23567.132875,7.698582,372.835081,387.970635,13.663607,75.266064,4.173083,0
3.961389,173.029641,24028.405406,8.005631,391.0023,444.794277,19.94528,59.834541,4.092966,0
4.27516,229.443109,26098.637956,6.525203,281.896827,508.792098,16.133203,66.654193,3.732856,0
7.301903,224.467802,23565.178404,7.554047,280.129485,487.333321,8.524864,68.940193,3.430699,0
10.893485,177.734357,25702.518673,7.65983,312.399335,383.199585,17.472109,42.81457,3.63497,0
6.798097,198.116381,35883.78011,7.051814,?,470.493545,10.888639,58.473804,3.571623,0
11.496702,195.989486,14158.157283,7.235224,311.965093,357.522599,19.321722,82.350013,3.132253,0
5.808239,195.514516,43110.503721,7.368819,281.918918,325.83136,15.047019,51.294792,4.819064,0
?,183.521107,20461.25271,7.333212,333.119476,356.369022,20.179029,67.019903,4.886634,0
5.67933,182.145266,17909.115626,7.538592,?,546.895144,15.219355,81.555597,3.292071,0
7.783306,196.815952,24789.354734,6.548497,331.036776,372.764982,12.066182,14.343161,5.04562,0
6.316471,187.030116,32651.802764,8.149178,314.208346,463.341217,14.243421,60.26918,4.902735,0
8.605374,217.043128,22970.957279,7.409957,?,264.699473,16.692946,46.501658,3.665323,0
?,162.97856,26281.297812,8.523671,369.862672,403.600024,12.388244,?,5.185642,0
7.057553,177.674305,13129.149842,7.312352,367.328533,393.740497,16.35632,53.841797,4.486403,0
4.850104,186.676176,32808.307503,7.496263,293.757927,392.700493,10.630769,85.157983,3.885386,0
?,202.614372,31606.348826,6.464581,?,380.974672,13.460449,67.059118,4.775121,0
4.560917,165.773119,22939.144377,7.988232,352.793528,323.783277,13.56415,79.316585,4.123622,0
9.130828,209.743044,11643.663476,6.594682,326.394577,509.661782,11.274065,67.528288,3.074134,0
?,185.121996,16110.183643,6.444435,355.567366,386.508599,11.215654,38.041516,2.840893,0
4.233559,194.975044,22185.763963,7.116809,377.846903,355.817097,14.859198,62.016383,3.515672,0
5.57102,189.728229,26138.09761,8.832762,361.855549,434.051253,16.166931,88.727373,3.931307,0
?,155.317562,22911.614486,8.315816,409.586373,424.779664,16.293229,84.892418,4.825702,0
8.527142,217.394778,3413.081633,5.670027,337.631073,615.611167,14.926751,82.590152,2.649424,0
4.570854,194.967945,44260.191179,8.030452,?,460.779058,17.942185,79.008272,4.484186,0
8.903734,194.216275,13319.495705,5.566896,323.424362,317.349244,17.130158,61.428791,4.36517,0
9.459931,222.894659,14450.175747,6.790914,293.746321,433.145005,9.069161,67.906813,3.32289,0
6.040282,139.770872,20472.874588,6.810978,357.593277,488.27493,15.882252,53.279042,5.76158,0
?,171.166646,20412.283908,6.896318,367.189514,354.270345,16.403175,63.257907,3.978933,0
4.663492,170.95183,41452.625574,8.725765,362.415419,378.149,16.274051,60.618754,3.742293,0
5.726336,191.75229,35899.280309,8.066654,378.774605,307.987551,12.568721,60.192351,3.912289,0
10.933111,162.424918,18846.634913,7.085261,?,593.725764,14.977233,60.69058,3.894989,0
4.281522,188.783577,22330.466787,6.957676,325.160819,306.692504,16.274857,82.595223,4.371167,0
7.948488,197.594542,23602.187832,7.098458,?,394.767989,14.876694,78.974227,3.891124,0
6.825647,176.841063,12838.914373,5.792425,393.798648,447.289115,15.821346,104.230949,2.80448,0
7.285371,169.14919,17375.970745,9.404687,394.092424,373.190282,15.26051,80.795985,3.694482,0
5.984941,180.776562,33244.555597,8.086517,364.706394,392.97102,20.471817,50.141602,3.488675,0
5.368988,250.660916,15973.686891,6.416298,277.151938,334.819954,15.684362,44.040382,3.737883,0
4.01659,255.616569,28612.266107,7.340595,290.690661,442.385118,9.305733,71.342132,4.417134,0
?,254.125389,9959.135015,4.008584,?,364.806273,11.316645,59.353221,3.170543,0
7.719001,196.007518,13939.294022,6.935551,345.653662,423.203533,16.836786,89.338649,2.884819,0
5.983731,221.557383,18438.823395,6.654372,316.778999,443.543934,19.136379,53.661823,3.849383,0
7.732602,166.986825,18445.743458,7.172851,?,453.385632,13.111402,77.232127,3.854994,0
8.847881,190.700853,11705.072282,6.663397,380.592491,386.464151,16.319105,85.693649,4.143451,0
7.561833,170.175157,23254.009619,7.583327,328.70263,397.587974,16.140317,66.746781,4.03215,0
8.75856,174.728686,25564.767564,8.070255,?,371.915171,14.943699,47.185566,4.444376,0
?,188.445469,28791.614416,8.040356,382.009477,422.234861,10.57569,63.235365,3.228379,0
3.832917,218.72384,23535.028901,6.475402,352.505898,421.183478,19.273561,58.903698,4.76866,0
3.730128,230.299455,16892.895662,6.997172,323.520471,456.905704,10.342146,47.095506,4.943032,0
5.801571,201.892474,15327.879723,6.860647,328.932585,281.085032,19.812484,55.397564,4.425378,0
3.678432,187.496704,23103.410444,7.145145,?,350.54048,10.140068,67.45618,4.480109,0
5.143587,180.382619,32740.564661,7.988893,328.43743,389.242148,13.943183,?,3.096164,0
6.628256,198.865743,15911.357509,7.517906,342.015924,437.918625,15.005742,38.845958,4.464457,0
?,196.083556,18592.08392,7.245436,321.814033,552.879034,15.664786,81.080826,4.762872,0
3.102076,198.488651,45148.808118,7.82165,324.64408,427.216764,15.530123,54.574254,4.248075,0
4.497585,193.936515,27768.38287,6.906348,330.4307,556.032922,22.618411,81.265816,4.965739,0
5.584124,203.756426,29999.987005,7.213329,310.660284,366.558131,14.183025,65.881271,3.852732,0
?,205.065879,16034.453699,7.136008,397.469678,459.298378,19.637893,70.059835,4.858165,0
10.331273,166.459779,15824.822709,6.396364,361.156178,376.102104,13.844331,52.057381,2.673441,0
9.130796,200.032348,28273.603243,7.497526,?,453.873571,12.860514,64.178494,3.025707,0
4.618851,199.318913,27174.687638,7.218588,371.056861,312.281382,14.040787,?,4.322116,0
6.931244,207.588953,24359.470414,7.222004,313.819713,477.062975,16.495092,75.041914,4.897957,0
5.602159,264.573515,29860.275777,7.014528,?,530.20476,16.03018,29.850948,4.067049,0
7.520519,228.562611,22160.819662,7.473799,?,545.14665,16.460634,90.944944,4.227766,0
5.58247,172.331584,23512.837957,8.011316,364.483422,452.080765,16.472045,95.045658,4.048113,0
7.99275,193.609138,14610.412832,7.218904,332.468755,468.602998,10.877062,67.181341,4.062907,0
8.210358,210.222112,22619.239931,7.567988,?,361.614391,14.65019,70.368049,3.716664,0
9.901931,206.746469,13180.677801,5.878835,?,426.534807,14.321874,75.408754,4.22695,0
?,191.258655,14064.899155,7.036949,361.154951,399.838662,10.845264,35.582992,3.732339,0
